craftsman,category,equipmentLevel,craftLevel,equipmentName,materialName,quantity
防具職人,からだ下,Lv36,Lv36,さすらいのコート下,ようせいのひだね,5
防具職人,腕,Lv36,Lv36,さすらいのこて,マデュライト,5
防具職人,腕,Lv36,Lv36,さすらいのこて,黄金の飾りこて,1
防具職人,腕,Lv36,Lv36,さすらいのこて,ヘビのぬけがら,1
防具職人,腕,Lv36,Lv36,さすらいのこて,虹色のオーブ,1
防具職人,腕,Lv36,Lv36,さすらいのこて,ようせいのひだね,5
防具職人,足,Lv36,Lv36,さすらいのくつ,マデュライト,5
防具職人,足,Lv36,Lv36,さすらいのくつ,黄金の飾りくつ,1
防具職人,足,Lv36,Lv36,さすらいのくつ,みかわしそう,10
防具職人,足,Lv36,Lv36,さすらいのくつ,虹色のオーブ,1
防具職人,足,Lv36,Lv36,さすらいのくつ,ようせいのひだね,5
防具職人,頭,Lv37,Lv37,クリムゾンヘルム,マデュライト,10
防具職人,頭,Lv37,Lv37,クリムゾンヘルム,赤いサンゴ,20
防具職人,頭,Lv37,Lv37,クリムゾンヘルム,レッドアイ,10
防具職人,頭,Lv37,Lv37,クリムゾンヘルム,虹色のオーブ,1
防具職人,頭,Lv37,Lv37,クリムゾンヘルム,ようせいのひだね,10
防具職人,からだ上,Lv37,Lv37,クリムゾンメイル上,マデュライト,10
防具職人,からだ上,Lv37,Lv37,クリムゾンメイル上,ドラゴンの皮,1
防具職人,からだ上,Lv37,Lv37,クリムゾンメイル上,赤い宝石,1
防具職人,からだ上,Lv37,Lv37,クリムゾンメイル上,虹色のオーブ,1
防具職人,からだ上,Lv37,Lv37,クリムゾンメイル上,ようせいのひだね,10
防具職人,からだ下,Lv37,Lv37,クリムゾンメイル下,マデュライト,10
防具職人,からだ下,Lv37,Lv37,クリムゾンメイル下,まじゅうの皮,1
防具職人,からだ下,Lv37,Lv37,クリムゾンメイル下,レッドベリー,10
防具職人,からだ下,Lv37,Lv37,クリムゾンメイル下,虹色のオーブ,1
防具職人,からだ下,Lv37,Lv37,クリムゾンメイル下,ようせいのひだね,10
防具職人,腕,Lv37,Lv37,クリムゾングローブ,マデュライト,10
防具職人,腕,Lv37,Lv37,クリムゾングローブ,あやかしそう,20
防具職人,腕,Lv37,Lv37,クリムゾングローブ,炎の樹木,10
防具職人,腕,Lv37,Lv37,クリムゾングローブ,虹色のオーブ,1
防具職人,腕,Lv37,Lv37,クリムゾングローブ,ようせいのひだね,10
防具職人,足,Lv37,Lv37,クリムゾングリーブ,マデュライト,10
防具職人,足,Lv37,Lv37,クリムゾングリーブ,まじゅうのホネ,3
防具職人,足,Lv37,Lv37,クリムゾングリーブ,赤いサンゴ,10
防具職人,足,Lv37,Lv37,クリムゾングリーブ,虹色のオーブ,1
防具職人,足,Lv37,Lv37,クリムゾングリーブ,ようせいのひだね,10
防具職人,頭,Lv37,Lv37,王軍師のかぶと,マデュライト,10
防具職人,頭,Lv37,Lv37,王軍師のかぶと,メタルのカケラ,1
防具職人,頭,Lv37,Lv37,王軍師のかぶと,ふさふさの毛皮,20
防具職人,頭,Lv37,Lv37,王軍師のかぶと,虹色のオーブ,1
防具職人,頭,Lv37,Lv37,王軍師のかぶと,ようせいのひだね,10
防具職人,からだ上,Lv37,Lv37,王軍師のよろい,マデュライト,10
防具職人,からだ上,Lv37,Lv37,王軍師のよろい,かがみ石,10
防具職人,からだ上,Lv37,Lv37,王軍師のよろい,けものの皮,30
防具職人,からだ上,Lv37,Lv37,王軍師のよろい,虹色のオーブ,1
防具職人,からだ上,Lv37,Lv37,王軍師のよろい,ようせいのひだね,10
防具職人,腕,Lv37,Lv37,王軍師のグローブ,マデュライト,10
防具職人,腕,Lv37,Lv37,王軍師のグローブ,まじゅうのホネ,3
防具職人,腕,Lv37,Lv37,王軍師のグローブ,プラチナこうせき,10
防具職人,腕,Lv37,Lv37,王軍師のグローブ,虹色のオーブ,1
防具職人,腕,Lv37,Lv37,王軍師のグローブ,ようせいのひだね,10
防具職人,足,Lv37,Lv37,王軍師のグリーブ,マデュライト,10
防具職人,足,Lv37,Lv37,王軍師のグリーブ,メタルのカケラ,1
防具職人,足,Lv37,Lv37,王軍師のグリーブ,ヘビーメタル,3
防具職人,足,Lv37,Lv37,王軍師のグリーブ,虹色のオーブ,1
防具職人,足,Lv37,Lv37,王軍師のグリーブ,ようせいのひだね,10
防具職人,頭,Lv37,Lv37,メカニックフード,マデュライト,10
防具職人,頭,Lv37,Lv37,メカニックフード,ヘビのぬけがら,1
防具職人,頭,Lv37,Lv37,メカニックフード,かがやきそう,20
防具職人,頭,Lv37,Lv37,メカニックフード,虹色のオーブ,1
防具職人,頭,Lv37,Lv37,メカニックフード,ようせいのひだね,10
防具職人,からだ上,Lv37,Lv37,メカニックスーツ上,マデュライト,10
防具職人,からだ上,Lv37,Lv37,メカニックスーツ上,幻獣の皮,1
防具職人,からだ上,Lv37,Lv37,メカニックスーツ上,なないろのまゆ,10
防具職人,からだ上,Lv37,Lv37,メカニックスーツ上,虹色のオーブ,1
防具職人,からだ上,Lv37,Lv37,メカニックスーツ上,ようせいのひだね,10
防具職人,からだ下,Lv37,Lv37,メカニックスーツ下,マデュライト,10
防具職人,からだ下,Lv37,Lv37,メカニックスーツ下,まじゅうの皮,1
防具職人,からだ下,Lv37,Lv37,メカニックスーツ下,やわらかウール,1
防具職人,からだ下,Lv37,Lv37,メカニックスーツ下,虹色のオーブ,1
防具職人,からだ下,Lv37,Lv37,メカニックスーツ下,ようせいのひだね,10
防具職人,腕,Lv37,Lv37,メカニックハンド,マデュライト,10
防具職人,腕,Lv37,Lv37,メカニックハンド,ふさふさの毛皮,30
防具職人,腕,Lv37,Lv37,メカニックハンド,けものの皮,30
防具職人,腕,Lv37,Lv37,メカニックハンド,虹色のオーブ,1
防具職人,腕,Lv37,Lv37,メカニックハンド,ようせいのひだね,10
防具職人,足,Lv37,Lv37,メカニックブーツ,マデュライト,10
防具職人,足,Lv37,Lv37,メカニックブーツ,ドラゴンの皮,1
防具職人,足,Lv37,Lv37,メカニックブーツ,ふしぎな海草,10
防具職人,足,Lv37,Lv37,メカニックブーツ,虹色のオーブ,1
防具職人,足,Lv37,Lv37,メカニックブーツ,ようせいのひだね,10
防具職人,頭,Lv38,Lv38,凱歌のヘルム,マデュライト,15
防具職人,頭,Lv38,Lv38,凱歌のヘルム,まじゅうのツノ,1
防具職人,頭,Lv38,Lv38,凱歌のヘルム,どうのこうせき,30
防具職人,頭,Lv38,Lv38,凱歌のヘルム,虹色のオーブ,1
防具職人,頭,Lv38,Lv38,凱歌のヘルム,ようせいのひだね,10
防具職人,からだ上,Lv38,Lv38,凱歌のよろい上,マデュライト,15
防具職人,からだ上,Lv38,Lv38,凱歌のよろい上,幻獣のホネ,1
防具職人,からだ上,Lv38,Lv38,凱歌のよろい上,かがみ石,20
防具職人,からだ上,Lv38,Lv38,凱歌のよろい上,虹色のオーブ,1
防具職人,からだ上,Lv38,Lv38,凱歌のよろい上,ようせいのひだね,10
防具職人,からだ下,Lv38,Lv38,凱歌のよろい下,マデュライト,15
防具職人,からだ下,Lv38,Lv38,凱歌のよろい下,シャークスキン,20
防具職人,からだ下,Lv38,Lv38,凱歌のよろい下,てっこうせき,30
防具職人,からだ下,Lv38,Lv38,凱歌のよろい下,虹色のオーブ,1
防具職人,からだ下,Lv38,Lv38,凱歌のよろい下,ようせいのひだね,10
防具職人,腕,Lv38,Lv38,凱歌のガントレット,マデュライト,15
防具職人,腕,Lv38,Lv38,凱歌のガントレット,みがきずな,30
防具職人,腕,Lv38,Lv38,凱歌のガントレット,プラチナこうせき,20
防具職人,腕,Lv38,Lv38,凱歌のガントレット,虹色のオーブ,1
防具職人,腕,Lv38,Lv38,凱歌のガントレット,ようせいのひだね,10
防具職人,足,Lv38,Lv38,凱歌のグリーブ,マデュライト,15
防具職人,足,Lv38,Lv38,凱歌のグリーブ,するどいキバ,30
防具職人,足,Lv38,Lv38,凱歌のグリーブ,ヘビーメタル,10
防具職人,足,Lv38,Lv38,凱歌のグリーブ,虹色のオーブ,1
防具職人,足,Lv38,Lv38,凱歌のグリーブ,ようせいのひだね,10
防具職人,頭,Lv38,Lv38,ヴァイパーハット,マデュライト,15
防具職人,頭,Lv38,Lv38,ヴァイパーハット,ヘビのぬけがら,5
防具職人,頭,Lv38,Lv38,ヴァイパーハット,レッドアイ,10
防具職人,頭,Lv38,Lv38,ヴァイパーハット,虹色のオーブ,1
防具職人,頭,Lv38,Lv38,ヴァイパーハット,ようせいのひだね,10
防具職人,からだ上,Lv38,Lv38,ヴァイパーコート,マデュライト,15
防具職人,からだ上,Lv38,Lv38,ヴァイパーコート,ドラゴンの皮,1
防具職人,からだ上,Lv38,Lv38,ヴァイパーコート,きんかい,1
防具職人,からだ上,Lv38,Lv38,ヴァイパーコート,虹色のオーブ,1
防具職人,からだ上,Lv38,Lv38,ヴァイパーコート,ようせいのひだね,10
防具職人,腕,Lv38,Lv38,ヴァイパーグローブ,マデュライト,15
防具職人,腕,Lv38,Lv38,ヴァイパーグローブ,よるのとばり,10
防具職人,腕,Lv38,Lv38,ヴァイパーグローブ,けものの皮,30
防具職人,腕,Lv38,Lv38,ヴァイパーグローブ,虹色のオーブ,1
防具職人,腕,Lv38,Lv38,ヴァイパーグローブ,ようせいのひだね,10
防具職人,足,Lv38,Lv38,ヴァイパーブーツ,マデュライト,15
防具職人,足,Lv38,Lv38,ヴァイパーブーツ,まじゅうの皮,1
防具職人,足,Lv38,Lv38,ヴァイパーブーツ,おうごんのかけら,10
防具職人,足,Lv38,Lv38,ヴァイパーブーツ,虹色のオーブ,1
防具職人,足,Lv38,Lv38,ヴァイパーブーツ,ようせいのひだね,10
防具職人,頭,Lv38,Lv38,騎神のかぶと,マデュライト,15
防具職人,頭,Lv38,Lv38,騎神のかぶと,赤いサンゴ,30
防具職人,頭,Lv38,Lv38,騎神のかぶと,ふさふさの毛皮,30
防具職人,頭,Lv38,Lv38,騎神のかぶと,虹色のオーブ,1
防具職人,頭,Lv38,Lv38,騎神のかぶと,ようせいのひだね,10
防具職人,からだ上,Lv38,Lv38,騎神のよろい,マデュライト,15
防具職人,からだ上,Lv38,Lv38,騎神のよろい,幻獣のホネ,1
防具職人,からだ上,Lv38,Lv38,騎神のよろい,大きな貝がら,10
防具職人,からだ上,Lv38,Lv38,騎神のよろい,虹色のオーブ,1
防具職人,からだ上,Lv38,Lv38,騎神のよろい,ようせいのひだね,10
防具職人,腕,Lv38,Lv38,騎神のガントレット,マデュライト,15
防具職人,腕,Lv38,Lv38,騎神のガントレット,ヘビーメタル,5
防具職人,腕,Lv38,Lv38,騎神のガントレット,てっこうせき,30
防具職人,腕,Lv38,Lv38,騎神のガントレット,虹色のオーブ,1
防具職人,腕,Lv38,Lv38,騎神のガントレット,ようせいのひだね,10
防具職人,足,Lv38,Lv38,騎神のグリーブ,マデュライト,15
防具職人,足,Lv38,Lv38,騎神のグリーブ,大きなうろこ,10
防具職人,足,Lv38,Lv38,騎神のグリーブ,どうのこうせき,30
防具職人,足,Lv38,Lv38,騎神のグリーブ,虹色のオーブ,1
防具職人,足,Lv38,Lv38,騎神のグリーブ,ようせいのひだね,10
防具職人,頭,Lv38,Lv38,魔技師メット,マデュライト,15
防具職人,頭,Lv38,Lv38,魔技師メット,げんませき,1
防具職人,頭,Lv38,Lv38,魔技師メット,ときのすいしょう,2
防具職人,頭,Lv38,Lv38,魔技師メット,虹色のオーブ,1
防具職人,頭,Lv38,Lv38,魔技師メット,ようせいのひだね,10
防具職人,からだ上,Lv38,Lv38,魔技師ベスト,マデュライト,15
防具職人,からだ上,Lv38,Lv38,魔技師ベスト,よるのとばり,10
防具職人,からだ上,Lv38,Lv38,魔技師ベスト,レッドベリー,30
防具職人,からだ上,Lv38,Lv38,魔技師ベスト,虹色のオーブ,1
防具職人,からだ上,Lv38,Lv38,魔技師ベスト,ようせいのひだね,10
防具職人,からだ下,Lv38,Lv38,魔技師ズボン,マデュライト,15
防具職人,からだ下,Lv38,Lv38,魔技師ズボン,幻獣の皮,1
防具職人,からだ下,Lv38,Lv38,魔技師ズボン,サンドフルーツ,10
防具職人,からだ下,Lv38,Lv38,魔技師ズボン,虹色のオーブ,1
防具職人,からだ下,Lv38,Lv38,魔技師ズボン,ようせいのひだね,10
防具職人,腕,Lv38,Lv38,魔技師グローブ,マデュライト,15
防具職人,腕,Lv38,Lv38,魔技師グローブ,あやかしそう,30
防具職人,腕,Lv38,Lv38,魔技師グローブ,けものの皮,30
防具職人,腕,Lv38,Lv38,魔技師グローブ,虹色のオーブ,1
防具職人,腕,Lv38,Lv38,魔技師グローブ,ようせいのひだね,10
防具職人,足,Lv38,Lv38,魔技師ブーツ,マデュライト,15
防具職人,足,Lv38,Lv38,魔技師ブーツ,まりょくの土,30
防具職人,足,Lv38,Lv38,魔技師ブーツ,赤いサンゴ,30
防具職人,足,Lv38,Lv38,魔技師ブーツ,虹色のオーブ,1
防具職人,足,Lv38,Lv38,魔技師ブーツ,ようせいのひだね,10
防具職人,盾,Lv38,Lv38,聖女の盾,マデュライト,15
防具職人,盾,Lv38,Lv38,聖女の盾,せいじゃのはい,5
防具職人,盾,Lv38,Lv38,聖女の盾,青い宝石,10
防具職人,盾,Lv38,Lv38,聖女の盾,虹色のオーブ,1
防具職人,盾,Lv38,Lv38,聖女の盾,ようせいのひだね,10
防具職人,盾,Lv38,Lv38,ウルベアの大盾,マデュライト,15
防具職人,盾,Lv38,Lv38,ウルベアの大盾,せいれいせき,1
防具職人,盾,Lv38,Lv38,ウルベアの大盾,大きな化石,20
防具職人,盾,Lv38,Lv38,ウルベアの大盾,虹色のオーブ,1
防具職人,盾,Lv38,Lv38,ウルベアの大盾,ようせいのひだね,10
防具職人,盾,Lv39,Lv39,ゼレスタイトの大盾,せいれいせき,2
防具職人,盾,Lv39,Lv39,ゼレスタイトの大盾,まんねん雪,30
防具職人,盾,Lv39,Lv39,ゼレスタイトの大盾,青い宝石,10
防具職人,盾,Lv39,Lv39,ゼレスタイトの大盾,虹色のオーブ,1
防具職人,盾,Lv39,Lv39,ゼレスタイトの大盾,ようせいのひだね,10
防具職人,頭,Lv40,Lv40,天宮騎士のかぶと,ナドラダイト鉱石,3
防具職人,頭,Lv40,Lv40,天宮騎士のかぶと,かぜきりのはね,1
防具職人,頭,Lv40,Lv40,天宮騎士のかぶと,天使のソーマ,3
防具職人,頭,Lv40,Lv40,天宮騎士のかぶと,虹色のオーブ,1
防具職人,頭,Lv40,Lv40,天宮騎士のかぶと,ようせいのひだね,5
防具職人,からだ上,Lv40,Lv40,天宮騎士のよろい上,ナドラダイト鉱石,3
防具職人,からだ上,Lv40,Lv40,天宮騎士のよろい上,幻獣のホネ,1
防具職人,からだ上,Lv40,Lv40,天宮騎士のよろい上,ぎんのこうせき,20
防具職人,からだ上,Lv40,Lv40,天宮騎士のよろい上,虹色のオーブ,1
防具職人,からだ上,Lv40,Lv40,天宮騎士のよろい上,ようせいのひだね,5
防具職人,からだ下,Lv40,Lv40,天宮騎士のよろい下,ナドラダイト鉱石,3
防具職人,からだ下,Lv40,Lv40,天宮騎士のよろい下,大きなうろこ,5
防具職人,からだ下,Lv40,Lv40,天宮騎士のよろい下,シルク草,30
防具職人,からだ下,Lv40,Lv40,天宮騎士のよろい下,虹色のオーブ,1
防具職人,からだ下,Lv40,Lv40,天宮騎士のよろい下,ようせいのひだね,5
防具職人,腕,Lv40,Lv40,天宮騎士のこて,ナドラダイト鉱石,3
防具職人,腕,Lv40,Lv40,天宮騎士のこて,スライムゼリー,20
防具職人,腕,Lv40,Lv40,天宮騎士のこて,けものの皮,30
防具職人,腕,Lv40,Lv40,天宮騎士のこて,虹色のオーブ,1
防具職人,腕,Lv40,Lv40,天宮騎士のこて,ようせいのひだね,5
防具職人,足,Lv40,Lv40,天宮騎士のグリーブ,ナドラダイト鉱石,3
防具職人,足,Lv40,Lv40,天宮騎士のグリーブ,ヘビーメタル,5
防具職人,足,Lv40,Lv40,天宮騎士のグリーブ,かがみ石,10
防具職人,足,Lv40,Lv40,天宮騎士のグリーブ,虹色のオーブ,1
防具職人,足,Lv40,Lv40,天宮騎士のグリーブ,ようせいのひだね,5
防具職人,頭,Lv40,Lv40,クロッシュメット,ナドラダイト鉱石,3
防具職人,頭,Lv40,Lv40,クロッシュメット,ぶどうエキス,10
防具職人,頭,Lv40,Lv40,クロッシュメット,サンドフルーツ,10
防具職人,頭,Lv40,Lv40,クロッシュメット,虹色のオーブ,1
防具職人,頭,Lv40,Lv40,クロッシュメット,ようせいのひだね,5
防具職人,からだ上,Lv40,Lv40,クロッシュウェア上,ナドラダイト鉱石,3
防具職人,からだ上,Lv40,Lv40,クロッシュウェア上,幻獣のホネ,1
防具職人,からだ上,Lv40,Lv40,クロッシュウェア上,けものの皮,30
防具職人,からだ上,Lv40,Lv40,クロッシュウェア上,虹色のオーブ,1
防具職人,からだ上,Lv40,Lv40,クロッシュウェア上,ようせいのひだね,5
防具職人,からだ下,Lv40,Lv40,クロッシュウェア下,ナドラダイト鉱石,3
防具職人,からだ下,Lv40,Lv40,クロッシュウェア下,小さな貝がら,30
防具職人,からだ下,Lv40,Lv40,クロッシュウェア下,よるのとばり,10
防具職人,からだ下,Lv40,Lv40,クロッシュウェア下,虹色のオーブ,1
防具職人,からだ下,Lv40,Lv40,クロッシュウェア下,ようせいのひだね,5
防具職人,腕,Lv40,Lv40,クロッシュグローブ,ナドラダイト鉱石,3
防具職人,腕,Lv40,Lv40,クロッシュグローブ,ホカホカストーン,30
防具職人,腕,Lv40,Lv40,クロッシュグローブ,まじゅうの皮,1
防具職人,腕,Lv40,Lv40,クロッシュグローブ,虹色のオーブ,1
防具職人,腕,Lv40,Lv40,クロッシュグローブ,ようせいのひだね,5
防具職人,足,Lv40,Lv40,クロッシュシューズ,ナドラダイト鉱石,3
防具職人,足,Lv40,Lv40,クロッシュシューズ,暗黒の樹木,20
防具職人,足,Lv40,Lv40,クロッシュシューズ,ふさふさの毛皮,30
防具職人,足,Lv40,Lv40,クロッシュシューズ,虹色のオーブ,1
防具職人,足,Lv40,Lv40,クロッシュシューズ,ようせいのひだね,5
防具職人,盾,Lv40,Lv40,星辰の盾,ナドラダイト鉱石,3
防具職人,盾,Lv40,Lv40,星辰の盾,ほしのカケラ,20
防具職人,盾,Lv40,Lv40,星辰の盾,赤い宝石,10
防具職人,盾,Lv40,Lv40,星辰の盾,虹色のオーブ,1
防具職人,盾,Lv40,Lv40,星辰の盾,ようせいのひだね,5
防具職人,盾,Lv40,Lv40,炎帝の大盾,ナドラダイト鉱石,3
防具職人,盾,Lv40,Lv40,炎帝の大盾,ホカホカストーン,30
防具職人,盾,Lv40,Lv40,炎帝の大盾,ようがんのカケラ,30
防具職人,盾,Lv40,Lv40,炎帝の大盾,虹色のオーブ,1
防具職人,盾,Lv40,Lv40,炎帝の大盾,ようせいのひだね,5
防具職人,頭,Lv41,Lv41,大戦鬼のかぶと,ナドラダイト鉱石,5
防具職人,頭,Lv41,Lv41,大戦鬼のかぶと,まじゅうのツノ,1
防具職人,頭,Lv41,Lv41,大戦鬼のかぶと,赤いサンゴ,20
防具職人,頭,Lv41,Lv41,大戦鬼のかぶと,おうごんのかけら,20
防具職人,頭,Lv41,Lv41,大戦鬼のかぶと,ようせいのひだね,5
防具職人,からだ上,Lv41,Lv41,大戦鬼のよろい,ナドラダイト鉱石,5
防具職人,からだ上,Lv41,Lv41,大戦鬼のよろい,マデュライト,10
防具職人,からだ上,Lv41,Lv41,大戦鬼のよろい,よるのとばり,10
防具職人,からだ上,Lv41,Lv41,大戦鬼のよろい,ゴールドストーン,5
防具職人,からだ上,Lv41,Lv41,大戦鬼のよろい,ようせいのひだね,5
防具職人,腕,Lv41,Lv41,大戦鬼のこて,ナドラダイト鉱石,5
防具職人,腕,Lv41,Lv41,大戦鬼のこて,人魚の涙,1
防具職人,腕,Lv41,Lv41,大戦鬼のこて,レッドアイ,20
防具職人,腕,Lv41,Lv41,大戦鬼のこて,ぎんのこうせき,20
防具職人,腕,Lv41,Lv41,大戦鬼のこて,ようせいのひだね,5
防具職人,足,Lv41,Lv41,大戦鬼のグリーブ,ナドラダイト鉱石,5
防具職人,足,Lv41,Lv41,大戦鬼のグリーブ,幻獣のホネ,1
防具職人,足,Lv41,Lv41,大戦鬼のグリーブ,赤い宝石,20
防具職人,足,Lv41,Lv41,大戦鬼のグリーブ,てっこうせき,20
防具職人,足,Lv41,Lv41,大戦鬼のグリーブ,ようせいのひだね,5
防具職人,頭,Lv41,Lv41,クイックハット,ナドラダイト鉱石,5
防具職人,頭,Lv41,Lv41,クイックハット,いかずちのたま,10
防具職人,頭,Lv41,Lv41,クイックハット,ふさふさの毛皮,20
防具職人,頭,Lv41,Lv41,クイックハット,シルク草,20
防具職人,頭,Lv41,Lv41,クイックハット,ようせいのひだね,5
防具職人,からだ上,Lv41,Lv41,クイックジャケット,ナドラダイト鉱石,5
防具職人,からだ上,Lv41,Lv41,クイックジャケット,人魚の涙,1
防具職人,からだ上,Lv41,Lv41,クイックジャケット,けものの皮,20
防具職人,からだ上,Lv41,Lv41,クイックジャケット,かがやきそう,20
防具職人,からだ上,Lv41,Lv41,クイックジャケット,ようせいのひだね,5
防具職人,からだ下,Lv41,Lv41,クイックパンツ,ナドラダイト鉱石,5
防具職人,からだ下,Lv41,Lv41,クイックパンツ,よるのとばり,10
防具職人,からだ下,Lv41,Lv41,クイックパンツ,ドラゴンの皮,1
防具職人,からだ下,Lv41,Lv41,クイックパンツ,あやかしそう,20
防具職人,からだ下,Lv41,Lv41,クイックパンツ,ようせいのひだね,5
防具職人,腕,Lv41,Lv41,クイックグラブ,ナドラダイト鉱石,5
防具職人,腕,Lv41,Lv41,クイックグラブ,ちょうのはね,30
防具職人,腕,Lv41,Lv41,クイックグラブ,さとりそう,30
防具職人,腕,Lv41,Lv41,クイックグラブ,しおかぜ草,30
防具職人,腕,Lv41,Lv41,クイックグラブ,ようせいのひだね,5
防具職人,足,Lv41,Lv41,クイックブーツ,ナドラダイト鉱石,5
防具職人,足,Lv41,Lv41,クイックブーツ,かぜきりのはね,1
防具職人,足,Lv41,Lv41,クイックブーツ,シャークスキン,20
防具職人,足,Lv41,Lv41,クイックブーツ,みかわしそう,20
防具職人,足,Lv41,Lv41,クイックブーツ,ようせいのひだね,5
防具職人,盾,Lv41,Lv41,シャーマンシールド,ナドラダイト鉱石,5
防具職人,盾,Lv41,Lv41,シャーマンシールド,ナイトメアリーフ,1
防具職人,盾,Lv41,Lv41,シャーマンシールド,サバンナウッド,10
防具職人,盾,Lv41,Lv41,シャーマンシールド,せいれいせき,1
防具職人,盾,Lv41,Lv41,シャーマンシールド,ようせいのひだね,5
防具職人,頭,Lv42,Lv42,降魔のサークレット,ナドラダイト鉱石,5
防具職人,頭,Lv42,Lv42,降魔のサークレット,スライムゼリー,20
防具職人,頭,Lv42,Lv42,降魔のサークレット,かがみ石,20
防具職人,頭,Lv42,Lv42,降魔のサークレット,おうごんのかけら,20
防具職人,頭,Lv42,Lv42,降魔のサークレット,ようせいのひだね,5
防具職人,からだ上,Lv42,Lv42,降魔のよろい上,ナドラダイト鉱石,5
防具職人,からだ上,Lv42,Lv42,降魔のよろい上,ナイトメアリーフ,1
防具職人,からだ上,Lv42,Lv42,降魔のよろい上,緑のコケ,20
防具職人,からだ上,Lv42,Lv42,降魔のよろい上,プラチナこうせき,20
防具職人,からだ上,Lv42,Lv42,降魔のよろい上,ようせいのひだね,5
防具職人,からだ下,Lv42,Lv42,降魔のよろい下,ナドラダイト鉱石,5
防具職人,からだ下,Lv42,Lv42,降魔のよろい下,幻獣のホネ,1
防具職人,からだ下,Lv42,Lv42,降魔のよろい下,緑の宝石,20
防具職人,からだ下,Lv42,Lv42,降魔のよろい下,てっこうせき,20
防具職人,からだ下,Lv42,Lv42,降魔のよろい下,ようせいのひだね,5
防具職人,腕,Lv42,Lv42,降魔のこて,ナドラダイト鉱石,5
防具職人,腕,Lv42,Lv42,降魔のこて,よるのとばり,10
防具職人,腕,Lv42,Lv42,降魔のこて,グリーンアイ,10
防具職人,腕,Lv42,Lv42,降魔のこて,ゴールドストーン,10
防具職人,腕,Lv42,Lv42,降魔のこて,ようせいのひだね,5
防具職人,足,Lv42,Lv42,降魔のグリーブ,ナドラダイト鉱石,5
防具職人,足,Lv42,Lv42,降魔のグリーブ,なないろのまゆ,20
防具職人,足,Lv42,Lv42,降魔のグリーブ,シャークスキン,20
防具職人,足,Lv42,Lv42,降魔のグリーブ,ぎんのこうせき,20
防具職人,足,Lv42,Lv42,降魔のグリーブ,ようせいのひだね,5
防具職人,頭,Lv42,Lv42,スターダムハット,ナドラダイト鉱石,5
防具職人,頭,Lv42,Lv42,スターダムハット,ほしのカケラ,30
防具職人,頭,Lv42,Lv42,スターダムハット,まじゅうの皮,1
防具職人,頭,Lv42,Lv42,スターダムハット,シルク草,30
防具職人,頭,Lv42,Lv42,スターダムハット,ようせいのひだね,5
防具職人,からだ上,Lv42,Lv42,スターダムスーツ,ナドラダイト鉱石,5
防具職人,からだ上,Lv42,Lv42,スターダムスーツ,烈風石,1
防具職人,からだ上,Lv42,Lv42,スターダムスーツ,ドラゴンの皮,1
防具職人,からだ上,Lv42,Lv42,スターダムスーツ,麻の糸,30
防具職人,からだ上,Lv42,Lv42,スターダムスーツ,ようせいのひだね,5
防具職人,からだ下,Lv42,Lv42,スターダムブレス,ナドラダイト鉱石,5
防具職人,からだ下,Lv42,Lv42,スターダムブレス,かがみ石,20
防具職人,からだ下,Lv42,Lv42,スターダムブレス,ゴールドストーン,10
防具職人,からだ下,Lv42,Lv42,スターダムブレス,どうのこうせき,30
防具職人,からだ下,Lv42,Lv42,スターダムブレス,ようせいのひだね,5
防具職人,足,Lv42,Lv42,スターダムシューズ,ナドラダイト鉱石,5
防具職人,足,Lv42,Lv42,スターダムシューズ,かがやきそう,30
防具職人,足,Lv42,Lv42,スターダムシューズ,幻獣の皮,1
防具職人,足,Lv42,Lv42,スターダムシューズ,まじゅうの皮,1
防具職人,足,Lv42,Lv42,スターダムシューズ,ようせいのひだね,5
防具職人,盾,Lv42,Lv42,ドワチャカシールド,ナドラダイト鉱石,5
防具職人,盾,Lv42,Lv42,ドワチャカシールド,人魚の涙,1
防具職人,盾,Lv42,Lv42,ドワチャカシールド,緑の宝石,10
防具職人,盾,Lv42,Lv42,ドワチャカシールド,おうごんのかけら,10
防具職人,盾,Lv42,Lv42,ドワチャカシールド,ようせいのひだね,5
防具職人,盾,Lv42,Lv42,風雲の大盾,ナドラダイト鉱石,5
防具職人,盾,Lv42,Lv42,風雲の大盾,烈風石,1
防具職人,盾,Lv42,Lv42,風雲の大盾,緑の宝石,10
防具職人,盾,Lv42,Lv42,風雲の大盾,しおかぜ草,20
防具職人,盾,Lv42,Lv42,風雲の大盾,ようせいのひだね,5
防具職人,頭,Lv43,Lv43,鉄壁のかぶと,アステライト鉱石,5
防具職人,頭,Lv43,Lv43,鉄壁のかぶと,炎魔の焼け石,1
防具職人,頭,Lv43,Lv43,鉄壁のかぶと,ゴールドストーン,5
防具職人,頭,Lv43,Lv43,鉄壁のかぶと,てっこうせき,30
防具職人,頭,Lv43,Lv43,鉄壁のかぶと,ようせいのひだね,5
防具職人,からだ上,Lv43,Lv43,鉄壁のよろい上,アステライト鉱石,5
防具職人,からだ上,Lv43,Lv43,鉄壁のよろい上,ヘビーメタル,10
防具職人,からだ上,Lv43,Lv43,鉄壁のよろい上,ぎんのこうせき,30
防具職人,からだ上,Lv43,Lv43,鉄壁のよろい上,どうのこうせき,30
防具職人,からだ上,Lv43,Lv43,鉄壁のよろい上,ようせいのひだね,5
